"loan_amount","annual_income","debt_to_income","term","interest_rate"
6000,60000,3.2,36,9.44
1000,61000,14.7,36,6.72
3500,75000,1.9,36,7.96
8000,48000,26,36,9.44
4200,75000,8.8,36,10.91
10400,47000,23.2,60,18.45
3500,9996,9.4,36,13.58
12000,42586,7.1,36,9.93
15500,70000,15.8,36,9.44
25000,112000,18.3,60,15.05
20000,60000,12.5,60,12.62
10000,70000,5.8,60,10.42
6000,26000,37.1,36,9.44
18000,54000,24.8,60,10.9
10000,81000,22.6,60,6.72
24000,50000,21.9,60,26.77
9000,75000,34.3,36,12.61
11000,56500,15.3,36,7.35
5000,37000,34.1,36,6.07
15000,50000,27.3,36,6.72
40000,182000,17.3,36,10.91
18000,45000,13,60,21.45
30000,43000,28.4,60,12.61
7500,70000,12.2,36,7.34
7000,90000,11.6,36,15.05
15000,60500,7.3,36,7.35
40000,142000,20.2,36,6.08
40000,195000,14.3,60,11.98
7500,60000,33.5,36,21.45
20000,65000,13.6,36,6.71
25800,108000,18.4,60,9.93
12000,40000,16.3,60,10.9
7000,95000,12.4,36,6.07
8000,73000,10.8,36,6.07
25200,165000,7.2,60,7.34
12000,46000,8.6,60,12.62
13000,60000,11.5,36,6.71
20000,42000,10.2,60,15.04
6500,38000,21.3,36,7.35
24000,80000,27,60,11.99
4000,65000,4.3,36,6.72
32000,120000,1.1,36,6.72
28000,45000,13.7,36,20
3025,56000,14.6,36,6.08
9000,78000,4.9,36,7.96
25000,69000,16.7,36,6.07
16000,86000,12.1,60,9.93
25000,69000,16.5,36,10.91
17000,66000,17.5,60,16.02
18000,98560,5.9,60,17.47
33600,60000,27.6,60,15.04
24725,150000,21.9,36,6.08
9000,65000,24.5,36,21.85
20000,59200,8.7,60,16.01
5000,56800,17.9,36,10.91
12000,80000,23.3,60,15.05
15000,53000,12,36,10.41
8000,80000,22.4,36,7.97
3000,80000,20.9,36,18.06
10000,105000,17.3,36,9.92
3600,40000,13.1,36,9.44
40000,142500,10.3,60,9.93
25000,103500,30,36,10.41
12000,60000,13.3,36,6.71
10000,90000,9,36,9.44
10000,71000,30.2,36,9.93
16000,70000,3.9,36,5.31
25000,135500,24,36,10.9
4800,44346,20.3,36,23.87
20000,120000,17.8,36,5.32
15000,50000,29.4,36,18.06
9300,46000,28.8,36,22.9
21000,140000,10.5,36,9.93
13000,87000,31.4,60,5.31
9600,67200,37.7,36,19.42
12000,52499,26.3,36,21.45
6050,36000,41.9,36,26.3
4000,54000,27,36,6.72
16000,11000,42.2,36,7.97
16000,50000,37.9,60,21.45
12000,90000,9,36,6.71
12000,71000,19.7,36,5.32
6000,31000,1.9,36,6.71
9600,58000,25.3,36,15.05
26500,138000,9.4,60,17.09
4000,80000,17.7,36,10.41
5000,28000,25.8,36,9.43
20000,47000,21.9,36,11.98
15000,64000,27.1,60,18.45
6000,50000,10.5,36,7.97
15000,85000,21.1,36,11.98
9000,170000,5.3,36,9.44
40000,63215,33,60,11.98
1000,75000,15.2,36,7.97
10000,113000,14.9,36,5.32
4600,25000,28.3,36,24.84
14000,42000,25.2,36,20.39
20000,118000,10.6,60,9.93
8000,112000,7,36,6.08
10000,50000,35.6,36,11.99
14000,35000,12,60,12.62
5000,37024,8.3,36,6.72
2000,50000,16.1,36,7.97
12800,22000,23.2,36,7.34
25000,86850,12.4,60,12.62
6000,36000,18.2,36,6.08
6500,40000,21.8,36,10.91
15600,60000,14.3,36,10.41
17000,53000,41.2,60,10.9
9800,31000,36.5,36,14.08
20000,55000,21.9,60,21.45
27000,117000,15.6,60,12.62
10000,95000,15.4,36,13.58
10000,100600,13.8,36,7.96
15000,30000,3.3,60,20
14000,55000,31.3,60,15.04
3500,48000,27.1,36,6.08
35000,160000,35,60,20
10000,50000,20.5,60,16.01
5000,45000,20.3,36,13.59
24000,55000,17,60,10.42
8000,48000,35.1,36,16.02
26000,75000,21.4,36,11.99
25000,50000,13.4,36,7.34
15000,47000,32.2,36,20
10000,160000,11.4,36,11.98
40000,66800,14.5,36,7.96
8800,85000,18.2,36,17.47
6500,13164,4.6,36,7.97
15000,56368,22.1,60,19.03
40000,120000,19.9,36,7.96
35000,70000,5.6,36,18.06
7000,50000,25.8,36,17.09
8000,35000,11,36,18.06
3500,62000,29.1,36,12.61
10000,45000,24.7,36,10.42
10000,120000,15,36,16.02
13000,150000,16.5,36,9.92
10000,61000,25,36,10.41
6050,38500,6.4,36,15.05
9600,40390,15,36,10.41
14000,30000,23.4,36,12.62
16000,90000,23.4,36,6.08
10000,43000,19.6,36,18.06
15000,99000,20.7,36,11.98
21000,65000,19.6,60,14.07
10000,120000,20.7,36,7.97
6000,50000,29.7,36,11.98
14425,110000,29.3,36,10.9
10000,103000,12.9,36,6.72
35000,180000,4.4,60,14.07
22000,85000,19,60,25.82
12000,72100,30.8,36,12.62
8000,35000,14.8,36,10.91
21000,28000,4.7,60,26.77
36000,156000,18,36,5.32
14000,147000,18.3,36,10.41
7475,50000,20.8,36,18.06
2800,150000,10.7,36,9.44
18000,130000,31.2,36,10.41
16000,75000,13.8,36,17.09
12000,76000,20.5,60,9.44
10000,90000,25,60,21.45
40000,95000,19.6,36,9.43
5000,59000,10.2,36,9.93
17000,62000,14.5,60,13.59
10000,70000,2.3,36,6.72
16000,50000,4.5,60,26.3
30000,65000,26.4,36,21.85
20000,50000,21.9,36,15.04
20800,64000,13.2,36,10.41
24000,90000,8,36,6.71
3800,32800,29.1,36,7.35
9500,2e+05,16.3,36,6.07
30000,75000,12.6,60,13.59
5075,65000,13,36,5.32
20000,118000,11.5,60,13.58
30000,65800,28.1,60,24.84
15000,30000,16.2,60,21.45
10000,56000,24.6,60,21.45
10000,130000,0.1,36,7.35
16000,48000,20.5,36,10.91
11200,32000,27.5,60,17.47
6000,40000,3,36,10.42
15000,27511,0,36,6.71
10000,70000,17.3,36,7.35
30000,190000,13.8,60,28.72
12000,68200,22.6,60,17.09
13000,35860,17.7,60,15.05
10000,28600,24.1,60,14.08
6000,38000,29.3,36,16.02
18000,90000,30.3,60,16.02
5000,20000,32.6,36,5.32
12000,65000,24.2,36,17.47
20000,51000,22.7,36,17.47
16000,70000,39.4,60,17.09
35000,85000,36.9,36,21.85
14000,71000,10.3,36,15.04
40000,118000,16.1,60,11.98
6500,30000,8.4,36,9.43
8000,66000,9.6,36,18.45
20000,68000,34.9,60,20
7800,82000,10.1,36,5.32
6000,78000,4.5,36,6.08
6300,40000,22.8,36,15.04
4000,91275,10.7,36,15.04
2750,35000,4.2,36,13.59
22000,110000,23.8,60,9.92
22000,64000,22.7,60,12.62
10000,35000,8.8,60,14.08
10275,29415,10,60,25.81
35000,125000,6.2,60,18.45
3600,86000,12.4,36,7.97
20000,48000,16,36,13.59
26000,111000,14.3,60,11.98
10000,35000,36.5,36,13.59
12900,32000,20.6,36,16.02
15000,61846,29.1,36,15.05
7200,115000,9.7,36,10.9
28000,122000,24.6,60,15.04
12500,59000,21.8,36,11.98
15000,80000,10.6,36,7.96
6000,62000,13.2,36,9.92
20000,74400,33.2,36,14.08
20000,70000,10.5,36,6.08
10000,86000,14.5,60,12.61
10000,37000,25,36,16.02
20000,164000,8.6,36,5.31
5000,25700,18,36,6.08
6000,55000,27.5,36,18.45
12000,55000,30.9,36,6.07
40000,101000,15.5,36,9.44
17000,32000,27.2,60,16.02
10000,55000,16.8,36,6.07
30000,39000,15.2,60,25.82
3500,32844,20.9,36,15.05
8000,43125,22.5,36,6.07
30000,185000,9.7,36,7.97
21500,63000,17.5,60,11.99
30000,94000,38.2,36,18.45
6600,70000,25.6,36,9.92
21600,70000,35.6,36,13.59
22000,31000,5.3,36,9.43
20000,1e+05,4.4,60,16.01
19000,130000,9.6,60,11.98
9600,135000,14.2,36,10.91
12000,50000,24.1,36,6.71
3000,40000,26.2,36,11.98
9000,50000,9.2,36,11.99
16000,46000,7.5,60,9.92
12850,27000,9.5,36,11.98
15000,77500,20.3,36,6.08
18000,60000,16.3,36,6.08
10000,44000,3.3,36,7.96
12000,26000,24.8,60,9.93
8250,52000,12.6,36,6.71
28000,150000,8.7,36,10.91
35000,104000,13.4,60,19.03
8000,110000,19.4,36,9.93
15000,50000,14.3,36,7.34
8000,55200,22.2,36,15.04
13000,87000,18.4,60,18.45
28500,98000,10.7,60,9.44
17000,110000,17.4,36,6.08
22400,51000,28.2,36,7.35
4000,60000,23.6,36,13.59
35950,25000,29.7,60,17.09
35000,110000,27.3,60,10.91
5000,72000,25.2,36,13.59
3900,25000,15.6,36,5.32
11000,90000,15.7,36,10.91
14400,83600,23.9,60,16.01
40000,70000,8.9,60,10.42
2500,61000,11.8,36,9.43
14400,63000,9.3,60,9.43
7150,50000,20.9,36,6.07
22000,65000,24,60,11.99
5000,109000,14.8,36,10.42
25600,57626,18.3,36,13.59
10700,145000,20.8,36,10.9
24000,37000,36.7,60,14.08
32000,91000,19.6,60,11.98
30000,125000,23.8,60,11.99
4200,105000,11.6,36,6.71
40000,72000,24.9,36,9.92
15000,40800,19.4,60,10.9
12000,130000,29.1,36,9.93
12000,71500,5.8,36,11.99
25000,70000,22.9,36,5.32
10000,70000,27.6,60,18.45
25000,88000,20.4,60,6.07
3200,75000,16.1,36,11.98
15000,168000,30.9,36,10.9
8500,40000,6.2,36,11.98
35000,165000,14.9,60,12.62
18000,52000,30.3,60,10.9
10000,98000,11.3,36,5.32
4000,55000,19.4,36,11.98
30000,72000,13.5,60,19.03
8500,75000,22.5,36,6.07
4000,160000,12.5,36,13.59
8000,25000,27.7,36,12.61
35000,72000,26,36,12.62
14000,39000,22.1,60,21.45
17000,2e+05,8.4,36,23.88
12000,72000,20.1,36,9.44
10000,95000,22.3,36,6.08
6300,42700,17.1,36,21.85
20000,58000,6.3,60,7.34
8400,25000,20.1,36,14.07
30000,35000,9,60,11.99
3600,24000,5.5,36,7.97
8000,92000,5.5,36,11.98
20000,40758,31.5,60,23.87
30000,103000,6.6,36,7.35
20000,80000,17,36,16.02
5000,43000,16.3,36,10.9
25000,72000,26.4,60,12.61
10500,81200,21.7,36,14.08
6000,47000,3.9,36,9.92
16000,1e+05,2,36,15.05
8000,150000,12.8,36,9.43
10000,33000,5,36,6.07
12000,41000,21,36,6.08
25000,113000,14.8,36,6.08
23000,47757,25.1,60,13.58
35000,90000,19.8,60,18.45
5000,30000,18.8,36,7.35
40000,93000,0.3,36,6.72
8000,80000,0.4,36,16.02
5000,60000,19.1,36,10.42
27000,38000,0.8,60,14.08
27000,50000,17.8,36,13.58
15000,68750,33.9,36,7.97
6700,95000,8.9,36,10.91
12000,155000,23.7,36,9.44
13550,62100,35.2,36,16.01
15000,55000,20.4,36,10.42
20000,80000,27.5,60,17.47
12000,130000,8.2,36,18.06
38500,78000,30.8,36,11.99
4350,47500,6.9,36,11.98
11000,60000,8.3,36,15.04
10000,25000,10.8,36,9.44
30000,70000,16.6,60,9.92
10000,25000,41.2,36,11.98
19000,1e+05,10.2,36,10.42
13000,40000,14.9,36,7.35
4000,33000,2.4,36,9.44
9000,54237,8.2,36,9.43
30000,140000,21.8,36,18.06
20000,2e+05,17.2,36,21.85
10000,85000,4.4,60,9.93
21000,77178,28.3,60,20.39
7000,85000,2.8,36,7.34
7500,20000,33.5,36,15.05
20400,84500,29.2,60,10.9
1000,23000,13.7,36,20.39
15000,31000,29.9,36,24.85
21000,66000,2.4,36,7.35
22000,62000,21.8,36,9.44
10000,18000,10.1,36,17.47
12525,35790,32,36,10.91
2000,30000,26.6,36,9.44
25000,45000,2.4,36,6.71
14000,31000,15.6,36,15.04
35000,1e+05,14.5,36,10.41
13000,31700,17.3,36,13.59
20000,42000,37.3,60,11.99
5000,65000,19.4,36,20
26000,115000,11.6,60,12.62
14000,158000,2.3,36,6.71
1300,62400,12.8,36,11.98
3700,36000,18.8,36,7.35
36000,55000,5.6,60,12.62
19200,56400,2,60,11.99
22000,105000,19.4,36,11.98
9800,38000,21.7,36,18.06
12000,115000,7.9,60,12.61
28500,77017,20.2,60,17.47
25000,55000,0.6,60,15.05
6000,48000,0.7,36,9.43
12000,59000,18.3,36,10.41
4500,72000,20.2,36,15.05
10000,66920,12.3,60,19.03
5000,53000,28.9,36,10.41
5600,26000,18.2,36,10.91
12000,76000,25.1,36,7.97
8800,55000,12.7,36,9.93
25000,78000,33.1,60,12.62
10000,110000,18.6,36,12.62
15000,58000,20.8,36,18.06
12000,48000,27.9,36,6.71
20000,90000,19.5,36,6.07
2600,62000,30,36,18.06
20000,132000,9.1,36,5.32
3000,62000,9.2,36,7.96
6000,80000,8.9,36,5.31
40000,147000,26.1,36,6.07
15000,69116,20.3,36,21.45
20000,75000,5.3,36,7.35
16000,45000,9.6,36,11.98
14000,60000,26.2,36,7.34
20000,80000,16.2,36,6.07
20000,60000,10.3,60,12.61
10000,80000,10.2,36,7.34
3000,40000,4.2,36,9.93
15000,30000,17,60,9.44
11200,75000,35.3,60,18.45
20000,120000,7.7,36,6.07
3000,50000,14.4,36,11.99
8500,59000,31.1,36,9.44
3000,60000,17.6,36,12.62
28950,70000,33.6,60,11.98
30000,172000,14,36,12.61
20000,1e+05,15.9,36,5.32
35000,95000,27.2,36,12.61
17000,58000,21.7,36,9.44
7500,68000,18.8,36,15.04
2500,65000,9.6,36,6.71
15000,70000,20.3,36,7.35
36000,180000,27.3,36,6.07
5000,41000,13.1,36,15.04
25000,75000,17.5,36,9.92
20000,65000,27.8,36,16.01
5250,84646,2.5,36,6.72
4500,45000,24,36,15.05
1000,23500,26.7,36,22.91
18000,73000,20.5,60,28.72
35000,190000,10.7,36,6.71
10000,36000,26.8,36,10.42
22000,46310,16.2,60,9.93
7000,35000,26.3,36,7.35
12000,50000,10.8,60,26.3
10000,74000,30,60,7.34
12000,109000,6.8,36,9.43
20000,68000,32.3,60,10.41
5000,56000,32.9,36,13.58
4000,34000,17,36,14.08
12000,99000,7.9,36,9.44
10000,38000,21.7,36,10.91
9000,55000,35.4,36,9.44
40000,97000,30.3,36,6.71
16000,55000,4.7,60,10.91
35000,80000,29.6,36,14.08
13975,83200,22.8,60,11.98
35000,90000,2.2,36,6.72
25000,99000,17.8,60,6.71
3500,45000,22.2,36,15.05
10000,45000,25.9,60,10.9
11200,61000,19.3,60,12.62
30000,2e+05,10,60,11.99
10000,80000,16.2,36,5.32
10000,95000,10.4,36,5.32
15000,60000,2.7,36,19.03
7500,85000,3.5,36,9.93
22000,101500,26,60,14.07
6000,43000,25.9,36,13.58
6025,65000,17.6,36,5.31
10000,40000,5.6,36,20.39
30000,76000,20.3,36,6.71
20000,82000,30.6,36,13.58
10000,33000,22.2,36,9.93
12000,50000,28.3,36,6.71
6100,52000,18.3,36,10.91
12000,36000,14.7,36,7.97
4000,38000,24.4,36,10.41
6000,60000,14.4,36,14.08
30000,89000,17.6,36,5.32
9600,98000,17.9,36,10.91
10500,116000,19.6,36,12.62
6000,46000,28.2,36,9.44
5525,75610,24.4,36,16.01
5900,38168,23.7,36,11.98
13600,65000,14.2,36,6.07
12000,35000,15.2,36,17.47
20000,125000,25.1,36,10.91
23000,33195,47.7,36,21.85
25000,80000,24.2,60,30.79
19000,139000,13.6,36,7.96
1500,30000,20.5,36,10.42
15000,50000,4.7,36,6.72
25000,65000,24,60,14.07
5600,65000,3.7,36,15.05
7000,65000,24.2,36,13.59
35000,120000,5.8,36,12.62
8000,45000,9.7,36,6.08
18000,28790,20.8,36,10.91
30000,89000,21.5,36,16.01
15000,65000,4.9,36,9.44
4800,62000,35.5,36,10.41
21000,60000,30.9,60,10.42
12500,91000,19.7,36,10.42
13000,112000,17.6,36,5.32
28000,92000,19.7,60,10.9
10300,87000,10,36,13.59
6400,30000,5.6,36,9.92
10000,52000,27.8,36,21.85
2500,67846,11.5,36,7.35
30000,140000,11.8,60,11.99
22500,50000,16.6,60,24.84
5000,125000,11.3,36,6.71
40000,70000,25,60,7.97
3600,30000,33.7,36,13.59
6800,36000,8,36,12.61
34725,120000,29,60,15.05
35000,125000,3.2,36,14.07
30000,35000,32.6,36,20.39
17000,42000,17.6,36,13.59
3000,120000,16.1,36,10.9
15000,60000,0,60,10.42
24000,1e+05,16.9,36,10.91
6000,43000,17.1,36,9.92
8000,20000,27.4,36,12.61
16000,110000,6.7,36,12.61
30000,110000,38.3,36,7.96
40000,12000,5.6,36,5.32
7000,41969,6.6,36,16.02
15000,185000,9.2,36,9.92
12000,35000,10.3,36,11.98
6000,50000,31.9,36,6.08
26650,91000,11.8,36,9.44
10000,62000,21.7,60,11.98
20000,34000,14,60,20.39
10000,63360,17.4,36,7.97
15000,30000,22,36,16.02
40000,108000,9.6,60,14.07
1500,29000,10.9,36,21.45
3500,27000,18.2,36,6.08
21000,125000,12,36,6.71
14650,155000,27.8,36,15.04
20000,47000,31.9,60,18.45
12000,24000,23.2,60,18.45
20000,35000,18.7,60,13.59
24000,1e+05,12.7,36,13.58
30000,85500,6.6,60,13.59
8000,27000,5.6,36,15.05
40000,120000,16,60,7.34
15000,45000,24.9,60,19.03
32000,102004,14.5,60,19.42
8500,180000,9.3,36,9.92
16000,54000,30.7,36,7.97
10000,40000,24.3,36,9.44
12000,160482,36.2,36,7.96
12500,32000,2.5,60,15.05
1000,41000,9,36,7.35
40000,2e+05,2.3,36,7.35
35000,106080,22.8,60,18.06
6200,30000,8.9,36,13.59
15000,55000,18.7,36,6.71
6000,70566,15.2,36,6.08
5000,43000,31.4,36,17.47
40000,88251,0.3,60,15.05
19000,55000,11.4,60,7.34
10000,45000,16.3,36,12.61
39600,50000,37.3,36,7.35
16000,55000,13.4,60,9.93
6000,40000,24.7,36,18.45
6000,65000,10.7,36,18.06
25000,18400,43.6,36,20.39
40000,180000,0.2,36,7.35
25200,75000,17.4,60,16.02
10000,60000,18.7,36,5.32
30000,55000,29.1,60,12.62
30000,45000,13,60,10.9
25000,185000,18,36,6.07
5000,102000,32.3,36,10.9
8000,25000,6.7,36,10.9
35000,1e+05,25.6,36,16.02
28000,105000,23.5,36,7.97
2500,65000,20.2,36,6.72
5600,91000,23.4,36,17.09
13000,60000,22.4,36,12.61
14400,129600,26.4,36,9.44
10100,46650,34.1,36,13.59
7400,58000,29.2,36,19.03
14000,65000,25.1,36,9.44
20000,1e+05,24.9,36,9.44
40000,67790,11.3,60,16.02
4000,75000,32.6,36,14.07
10400,45000,21.9,36,6.72
16000,41000,20.4,36,7.97
17550,39000,11.4,60,22.91
12000,68186,15.6,60,17.47
7000,15500,16.1,36,14.08
19000,95000,10.9,36,18.06
25000,95000,27.2,36,9.93
30000,85000,16.1,60,23.88
1825,48000,30.9,36,13.59
8300,40000,17.9,36,7.96
7000,85000,11.2,36,6.08
3500,35000,11.8,36,14.08
12000,23500,20.4,36,7.34
10200,19582,20.2,60,18.06
8000,120000,22.3,36,6
13000,75000,22.8,60,13.59
11000,80000,16.6,60,18.06
13000,50000,22.4,36,14.07
10000,65000,9.6,60,13.58
4500,55000,25.2,36,7.35
8500,90000,26.7,36,9.43
18000,80000,38.1,60,21.45
30000,37000,17.6,60,24.84
22000,79500,13.6,36,6.72
15000,60000,4,36,9.44
24000,163000,13.4,36,5.32
10000,83233,9.8,36,9.43
15000,30000,16.5,36,15.05
10000,65000,5.3,36,9.93
11450,17000,34.4,60,30.65
5000,25000,11.1,36,11.98
14000,86000,20.8,36,14.08
4000,60000,11.1,36,19.03
5000,28000,37.2,36,6.72
20000,110000,10.4,60,21.45
20000,50000,19.8,36,10.41
9000,55000,3.2,36,11.98
10000,57500,25.3,36,12.62
4000,23000,23.1,36,7.97
4800,54000,13,36,10.91
12000,65000,18.8,36,6.72
6000,58000,13.1,36,15.05
10000,16000,10.1,36,19.03
30700,128000,23.8,60,13.58
10000,53695,17.1,36,13.58
12600,115000,19.4,60,13.59
13200,65000,33.4,36,9.93
12175,150000,31.6,36,10.91
35000,40000,14.2,60,9.44
5000,37840,10.6,36,7.97
12000,70000,26.1,60,24.85
20000,85000,35.1,36,6.08
40000,69077,23,36,9.44
6000,85000,16.2,36,5.32
11200,60000,3.6,60,15.04
10500,50400,6.3,36,6.72
7000,26304,17.7,36,11.98
12000,90000,10.9,36,19.03
12000,140000,24.2,36,13.59
30000,70000,18,60,10.9
40000,106883,16.4,60,13.58
5400,31600,24.8,36,15.04
5000,43000,12.5,36,7.34
25000,119000,21.5,36,13.58
30000,99000,12.7,60,21.45
15000,82000,10.5,36,6.07
5400,40000,14.5,36,10.42
6000,39000,23.5,36,6.71
4000,20000,9.4,36,7.34
17500,44000,20,60,11.99
5000,13000,9.5,36,6.72
16000,89000,17.6,36,13.58
12000,94000,3.4,60,17.09
40000,130000,13.4,36,6.07
8000,68000,24.6,36,7.96
14400,40000,31.4,36,9.92
35000,77500,25,36,16.01
12000,54250,14,36,11.99
6000,105000,9,36,10.9
18000,41000,34.4,36,12.62
16000,89000,44.7,36,16.02
3600,86000,14.8,36,6.72
11000,35000,14.4,36,14.08
17000,85000,26.6,36,6.07
10000,65000,17.6,36,9.43
4300,52000,17.9,36,9.93
14000,80000,12,36,10.42
4000,31500,2.6,36,12.62
12450,33701,34,36,19.03
35000,2e+05,9,36,10.41
3000,39000,9.5,36,7.97
4800,54024,19.6,36,16.02
20000,155000,13.9,36,11.98
20000,56000,35.8,36,10.91
16000,64000,23,60,14.07
39000,93000,5.3,60,12.62
19000,99000,13.1,36,7.96
6000,50000,18.9,36,15.05
16000,52000,19.8,60,12.61
14000,48000,11.2,60,12.61
4800,36000,13.7,36,13.59
10000,157000,3.1,36,13.58
17000,72000,7.8,36,15.05
20000,48000,21.2,60,10.9
3500,18960,15.2,36,6.08
17000,145262,15,36,5.32
10000,25000,11.8,36,16.02
25000,58000,20.3,36,9.92
4800,98000,13,36,6.72
12000,90000,12.1,36,9.43
35000,75000,30.5,36,19.03
3200,26000,18.6,36,18.45
12000,1e+05,15.1,36,5.32
5000,65000,15.2,36,15.05
1000,72000,9.8,36,9.44
33750,75000,9.9,36,20.39
14400,50000,22.1,60,16.01
24000,50000,24.7,60,13.59
16800,135000,17.4,60,16.02
1800,86000,20.4,36,17.47
36000,110000,31.7,60,16.02
10000,65000,8.9,36,20
16000,72000,14.5,60,10.9
30000,84676,26.3,60,26.77
24000,180000,2.9,36,9.93
28000,65000,18,60,6.08
15000,55000,29.3,60,14.08
5000,24000,25.1,36,13.59
16000,36000,24.4,36,6.08
35000,150000,18.4,36,6.07
30150,67000,9.1,36,12.62
15000,40000,15.2,60,12.62
18000,64000,28.1,36,11.98
26000,80000,18,36,13.59
10000,60000,35.6,36,23.88
16800,120000,13.7,60,13.59
9800,59000,9.3,36,10.9
16000,45000,6.4,36,9.93
10000,41000,16,36,6.08
10000,30000,5.9,36,10.41
2500,42000,17.1,36,12.62
8000,54902,22.5,36,13.58
10000,40000,18.3,36,13.58
40000,132000,13.5,36,7.97
12000,42000,22.3,36,10.42
17000,65000,22.8,60,9.43
12000,140000,15,36,10.91
11000,135000,22.3,36,19.03
2500,30000,3.9,36,9.44
40000,90000,1.3,36,5.31
31000,120000,3,60,7.35
16000,60000,11.6,60,26.77
16000,30000,24.2,60,25.82
16000,38411,9.4,36,10.91
30000,53528,10.5,36,18.06
15000,70000,6.9,36,14.08
30000,53000,21.2,60,9.44
10000,18000,7.1,60,21.85
6000,60000,1,36,7.96
13500,65000,6.5,36,10.42
10000,110000,24.2,36,16.02
13000,40000,36.5,36,12.61
6000,105000,26.2,36,13.59
19200,43500,26.7,60,20
35000,96000,9.4,60,20
20225,92000,18.7,36,15.04
14000,60000,35.4,60,18.45
8000,40000,9.1,36,16.01
10000,58000,6.6,60,12.61
10000,37840,26.9,60,23.88
25000,54000,29.3,36,15.04
6000,128000,16.7,36,6.72
32000,150000,21.2,36,10.41
32000,110000,18.9,60,14.07
5000,75000,13.3,36,6.07
20000,90000,8.7,60,13.58
6000,120000,15.9,36,5.31
16000,85000,10.8,60,17.09
30000,65000,47.7,36,7.34
35000,161000,20.5,60,17.09
35000,2e+05,27,36,11.99
12000,116365,9.4,36,5.31
25000,62823,39.4,36,14.08
20000,60000,25.3,60,28.72
10000,52000,0.8,36,5.31
15000,45000,12,60,13.58
20000,165000,10.8,36,7.96
10000,94500,19.2,36,6.08
20000,48000,20.7,60,9.44
12000,29000,1.2,36,10.91
1200,60000,5.1,36,15.04
15000,89000,11,36,5.32
19600,127000,20.2,60,9.44
7000,29000,23.6,36,14.07
25000,145000,17,36,6.72
5000,86000,19.1,36,15.05
20000,1e+05,12.2,36,14.08
7000,45000,22,36,9.44
10000,75000,15.9,36,20.39
30000,80000,0.4,60,9.44
16000,56000,14,36,5.32
12000,150000,13.9,36,6.72
35000,145000,23.3,60,17.47
16000,50000,12.1,60,9.43
3000,50000,17.6,36,9.43
6500,70000,29.9,36,10.9
40000,80000,26.2,60,9.93
7000,130000,31.5,36,13.59
20000,135000,20.4,36,9.93
12000,43000,24.3,36,10.42
16000,95000,16.5,36,16.01
13000,42204,20,60,10.42
12000,109000,24,36,7.96
20000,76012,16.5,60,10.91
30000,85000,21.7,60,6.07
25000,73000,13.1,36,7.35
30000,80000,10.5,60,9.43
35000,185000,28.5,36,9.44
30000,80000,25.4,60,13.59
5000,97000,9.4,36,6.08
13000,60000,17,36,5.32
12000,65000,19.6,36,5.32
10000,38000,17.5,36,16.02
10000,78648,26.6,36,20
10000,38043,38.3,60,9.44
11500,44000,13.8,60,12.61
20000,85000,24.6,60,30.79
15000,95000,27.2,60,18.45
40000,96000,29.3,60,14.07
10000,120000,8.5,60,15.04
35000,1e+05,6.2,36,6.07
40000,180000,15.4,36,5.31
15000,90000,14.6,60,9.43
18000,97000,8.6,36,6.72
12000,32760,17,36,10.41
20000,90000,12.2,60,21.45
6000,33197,8.4,36,9.92
30000,122000,18.8,60,10.9
5000,35000,26,36,10.9
5000,40000,29.1,36,13.59
17000,55000,6.1,36,10.41
22000,72500,12.8,36,6.71
24000,60000,7.3,60,15.04
20000,75000,37.8,36,18.06
34000,102000,20.3,36,9.44
15000,70000,19,36,7.35
15000,180000,15.4,36,7.97
10000,31943,16.2,60,18.45
28000,82000,28.5,36,15.05
5000,24000,21.5,36,9.44
10000,52000,13.7,36,12.62
5000,38000,22.2,36,6.07
20000,50000,26.9,36,6.07
40000,62000,4.5,60,7.34
5000,60000,35.4,36,13.58
17000,85000,27,36,6.07
16000,68000,25.9,60,18.45
32000,64000,20.4,36,9.93
6500,65000,18.8,36,10.42
24000,56000,23.5,60,9.93
24000,65000,9.8,60,13.58
25450,92000,25,36,7.97
18000,40000,15.8,36,9.93
3200,30000,21.4,36,18.06
11250,30000,34.2,36,10.41
19200,135000,17.8,60,11.98
9000,35000,27.9,36,7.97
18000,85000,9.5,36,6.07
4000,15864,20.6,36,10.42
10000,33000,27.2,60,11.98
20000,72000,28,36,13.59
6025,78000,10.9,36,15.05
6400,43000,11.1,36,14.07
13000,68000,13.1,36,10.91
24000,67400,1.8,36,6.72
20000,85000,20.2,60,17.47
1000,70000,0.9,36,7.97
5600,73000,19,36,7.96
35000,62000,31.6,60,9.44
17500,58000,6.6,60,15.05
15000,35360,10.4,36,13.58
4800,87000,19.7,36,9.44
25000,150000,39.1,60,30.65
36000,92000,20.4,36,9.43
1650,2e+05,5.5,36,7.35
30000,1e+05,26.8,36,6.07
15000,65000,15.7,60,17.09
25000,166088,8.5,36,7.35
17500,49000,13.1,60,10.42
20000,1e+05,17.4,60,17.09
24000,103000,27.5,36,21.45
3500,32000,36.4,36,11.99
6000,60000,25.5,36,7.34
39275,95000,19.6,60,13.59
20000,54000,16.9,60,17.09
16000,37000,3.7,60,17.09
8000,103000,13.7,36,18.06
4800,46000,20.6,36,14.08
20000,30000,3.6,36,7.96
40000,150000,18,36,11.99
5000,30000,16.1,36,7.97
8000,92000,13.1,36,12.61
40000,130000,13.9,60,16.01
22000,74000,13,36,13.58
