song,artist,year,decade,primary_genre,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,discogs_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
I Want to Be Wanted (Per Tutta La Vita),Brenda Lee,1960,1960,Pop,1960-10-24 00:00:00+00:00,1,0,9,6,4,6.333333333333333,3.333333333333333,Decca,Decca,Pop,"Rock;Pop;Folk, World, & Country",1.0,0,0,0,United States,15.0,0,1,0.0,Kim Gannon;Pino Spotti;Alberto Testa,Kim Gannon;Pino Spotti;Alberto Testa,1.0,1.0,0,0,Owen Bradley,1.0,1.0,0.0,0.0,0,3/4,Ab,Ab,108.0,21.0,49.0,46.0,-15.0,59.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,185,0,0,12,0,0,0,0,1,0,0,1,Longing for Love,0,0,0,0,0,1,0,0,0,0
Georgia on My Mind,Ray Charles,1960,1960,Pop,1960-11-14 00:00:00+00:00,1,0,10,9,10,9.666666666666666,0.6666666666666666,ABC-Paramount,ABC,Pop,"Funk/Soul;Blues;Pop;Folk, World, & Country",1.0,0,0,0,United States,30.0,1,0,1.0,Hoagy Carmichael;Stuart Gorrell,Hoagy Carmichael;Stuart Gorrell,1.0,1.0,0,0,Sid Feller,1.0,1.0,0.0,0.0,0,4/4,G,G,90.0,40.0,14.0,30.0,-9.0,78.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,215,0,22,16,0,0,0,0,1,0,0,1,Home;Love,0,0,0,0,0,0,0,0,0,0
Stay,Maurice Williams & the Zodiacs,1960,1960,Rock,1960-11-21 00:00:00+00:00,1,0,8,9,8,8.333333333333334,0.6666666666666666,Herald,Herald,Rock,Rock,0.0,1,0,0,United States,22.0,1,0,1.0,Maurice Williams,Maurice Williams,1.0,0.0,1,1,Al Silver,1.0,1.0,0.0,0.0,0,4/4,Bb,Bb,124.0,71.0,49.0,69.0,-10.0,83.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,96,0,0,0,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Are You Lonesome Tonight?,Elvis Presley,1960,1960,Pop,1960-11-28 00:00:00+00:00,6,0,8,7,8,7.666666666666667,0.6666666666666666,RCA,RCA,Pop;Folk/Country,Pop,1.0,0,0,0,United States,25.0,1,1,0.0,Roy Turk;Lou Handman,Roy Turk;Lou Handman,1.0,1.0,0,0,Steve Sholes;Chet Atkins,1.0,1.0,0.0,0.0,0,3/4,C,C,66.0,9.0,35.0,19.0,-18.0,92.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,187,0,8,8,0,0,0,0,1,0,0,1,Lost Love;Longing for Love,0,1,0,0,0,0,0,0,0,0
Wonderland by Night,Bert Kaempfert,1961,1960,Pop,1961-01-09 00:00:00+00:00,3,0,7,8,7,7.333333333333333,0.6666666666666666,Decca,Decca,Pop,Jazz;Blues;Stage & Screen,1.0,0,1,0,Germany,37.0,1,1,0.0,Klaus-Gunter Neumann;Lincoln Chase,Klaus-Gunter Neumann;Lincoln Chase,1.0,2.0,0,0,Bert Kaempfert,1.0,1.0,1.0,1.0,0,Free;4/4,Eb;E&%,Eb,74.0,31.0,16.0,20.0,-8.0,91.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,194,1,194,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
Will You Love Me Tomorrow,The Shirelles,1961,1960,Pop,1961-01-30 00:00:00+00:00,2,0,9,9,9,9.0,0.0,Scepter,Scepter,Pop,Rock,0.0,0,0,0,United States,19.0,0,0,1.0,Gerry Goffin;Carole King,Gerry Goffin;Carole King,2.0,1.0,0,0,Luther Dixon,1.0,0.0,0.0,0.0,0,4/4,C,C,137.0,38.0,49.0,47.0,-11.0,44.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,162,0,23,7,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Calcutta,Lawrence Welk,1961,1960,Pop,1961-02-13 00:00:00+00:00,2,0,3,5,2,3.333333333333333,2.0,Dot,Paramount Pictures,Pop,Pop,1.0,0,1,0,United States,57.0,1,1,0.0,Hermann Gaze;Paul Vance;Lee Pockriss;Hans Bradtke,Hermann Gaze;Paul Vance;Lee Pockriss;Hans Bradtke,1.0,1.0,0,0,Randy Wood;George Cates;Lawrence Welk,1.0,1.0,1.0,0.0,0,4/4,G,G,82.0,68.0,48.0,96.0,-9.0,59.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I,0,136,1,136,5,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0
Pony Time,Chubby Checker,1961,1960,Rock,1961-02-27 00:00:00+00:00,3,0,5,5,6,5.333333333333333,0.6666666666666666,Parkway,Cameo-Parkway,Rock,Rock,1.0,0,0,0,United States,19.0,1,0,1.0,Don Covay;John Berry,Don Covay;John Berry,1.0,0.0,0,0,Kal Mann,1.0,1.0,0.0,0.0,0,4/4,Eb,Eb,77.0,61.0,45.0,96.0,-7.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,D1,0,147,0,18,4,0,0,1,0,1,0,0,1,Dancing,0,0,0,0,0,0,0,1,0,0
Surrender,Elvis Presley,1961,1960,Pop,1961-03-20 00:00:00+00:00,2,0,7,7,7,7.0,0.0,RCA,RCA,Pop,Rock;Pop,1.0,0,0,0,United States,26.0,1,1,0.0,Doc Pomus;Mort Shuman,Doc Pomus;Mort Shuman,1.0,1.0,0,0,Steve Sholes,1.0,1.0,0.0,0.0,0,4/4,Cm;C,Multiple Keys,83.0,67.0,45.0,89.0,-8.0,76.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,112,0,19,9,0,0,1,0,1,0,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
Blue Moon,The Marcels,1961,1960,Rock,1961-04-03 00:00:00+00:00,3,0,8,6,8,7.333333333333333,1.3333333333333333,Colpix,Columbia Pictures-Screen Gems,Rock,Rock,0.0,0,0,0,United States,,1,2,2.0,Richard Rodgers;Lorenz Hart,Richard Rodgers;Lorenz Hart,1.0,1.0,0,0,Stu Phillips,1.0,1.0,0.0,0.0,0,4/4,G,G,128.0,43.0,62.0,94.0,-11.0,69.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,135,0,0,19,0,0,0,0,1,0,0,1,Longing for Love;Love,0,0,0,0,0,0,0,0,0,0
Runaway,Del Shannon,1961,1960,Rock,1961-04-24 00:00:00+00:00,4,0,10,10,9,9.666666666666666,0.6666666666666666,BigTop,BigTop,Rock,Rock,1.0,0,0,0,United States,24.0,1,1,0.0,Del Shannon;Max Crook,Del Shannon;Max Crook,1.0,1.0,1,0,Harry Balk;Irving Micahnik,1.0,1.0,0.0,0.0,0,4/4,Bbm;Bb,Multiple Keys,79.0,53.0,59.0,73.0,-8.0,15.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C3,0,137,0,31,6,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Mother-in-Law,Ernie K-Doe,1961,1960,Rock,1961-05-22 00:00:00+00:00,1,0,6,6,6,6.0,0.0,Minit,Minit,Rock,Rock;Funk/Soul,1.0,0,0,0,United States,28.0,1,0,1.0,Allen Toussaint,Allen Toussaint,1.0,0.0,0,0,Allen Toussaint,1.0,0.0,0.0,0.0,1,4/4,Eb,Eb,127.0,63.0,75.0,75.0,-8.0,71.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,0,154,0,30,8,0,0,1,0,0,0,0,0,Anger;Family,0,0,0,0,0,0,0,0,0,0
Travelin' Man,Ricky Nelson,1961,1960,Rock,1961-05-29 00:00:00+00:00,2,1,4,5,7,5.333333333333333,2.0,Imperial,Imperial,Rock,Rock,1.0,0,0,0,United States,21.0,1,1,0.0,Jerry Fuller,Jerry Fuller,1.0,1.0,0,0,Jimmie Haskell;Ozzie Nelson;Ricky Nelson,1.0,1.0,1.0,0.0,0,4/4,D,D,123.0,36.0,74.0,86.0,-12.0,67.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,143,0,26,8,0,0,0,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
Running Scared,Roy Orbison,1961,1960,Pop,1961-06-05 00:00:00+00:00,1,0,10,7,10,9.0,2.0,Monument,Monument,Pop,Rock,1.0,0,0,0,United States,25.0,1,1,0.0,Roy Orbison;Joe Melson,Roy Orbison;Joe Melson,1.0,1.0,1,0,Fred Foster,1.0,1.0,0.0,0.0,0,6/8,A,A,128.0,39.0,57.0,38.0,-11.0,78.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,132,0,3,3,0,0,0,0,0,0,1,1,Love,1,0,0,0,0,0,0,0,0,0
Moody River,Pat Boone,1961,1960,Pop,1961-06-19 00:00:00+00:00,1,0,1,3,1,1.6666666666666667,1.3333333333333333,Dot,Paramount Pictures,Pop,Pop,1.0,0,0,0,United States,27.0,1,1,0.0,Gary D. Bruce,Gary D. Bruce,1.0,1.0,0,0,Randy Wood,1.0,1.0,0.0,0.0,0,4/4,Fm,Fm,139.0,73.0,62.0,69.0,-7.0,58.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,154,0,26,14,0,0,1,0,1,0,0,1,Death;Love,1,0,0,0,0,0,0,0,0,0
Quarter to Three,Gary U.S. Bonds,1961,1960,Funk/Soul,1961-06-26 00:00:00+00:00,2,0,8,9,7,8.0,1.3333333333333333,Legrand,Legrand,Funk/Soul;Rock,Rock,1.0,0,0,0,United States,22.0,1,0,1.0,Gene Barge;Frank J. Guida;Joseph F. Royster;Gary U.S. Bonds,Gene Barge;Frank J. Guida;Joseph F. Royster;Gary U.S. Bonds,1.0,2.0,1,0,Frank J. Guida,1.0,1.0,0.0,0.0,1,4/4,Eb,Eb,165.0,83.0,46.0,90.0,-9.0,93.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,D1,0,150,0,60,28,0,0,1,0,0,0,1,1,Partying,0,0,0,0,0,0,0,0,0,0
Tossin' and Turnin',Bobby Lewis,1961,1960,Rock,1961-07-10 00:00:00+00:00,7,0,6,8,7,7.0,1.3333333333333333,Beltone,Beltone,Rock,Rock;Blues,1.0,0,0,0,United States,36.0,1,0,1.0,Ritchie Adams;Joe Rene,Ritchie Adams;Joe Rene,1.0,1.0,0,0,Joe Rene,1.0,1.0,0.0,0.0,1,4/4,C,C,143.0,72.0,57.0,96.0,-9.0,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D1,0,159,0,15,1,0,0,1,0,0,0,0,0,Insomnia;Lost Love,0,0,0,0,0,0,0,0,0,0
Wooden Heart,Joe Dowell,1961,1960,Polka,1961-08-28 00:00:00+00:00,1,0,1,1,2,1.3333333333333333,0.6666666666666666,Smash,Smash,Polka,Rock;Pop,1.0,0,0,0,United States,21.0,1,1,0.0,Fred Wise;Ben Weisman;Kay Twomey;Bert Kaempfert,Fred Wise;Ben Weisman;Kay Twomey;Bert Kaempfert,2.0,1.0,0,0,Shelby Singleton,1.0,1.0,0.0,0.0,0,4/4,Db,Db,85.0,46.0,84.0,95.0,-10.0,71.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D1,0,118,0,33,5,0,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
Michael,The Highwaymen,1961,1960,Folk/Country,1961-09-04 00:00:00+00:00,2,0,5,6,3,4.666666666666667,2.0,United Artists,United Artists,Folk/Country,"Pop;Folk, World, & Country",0.0,0,0,0,United States,21.0,1,1,0.0,Unknown,Unknown,,,0,0,Dave Fisher,1.0,1.0,1.0,1.0,0,4/4,C,C,108.0,10.0,52.0,65.0,-21.0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C1,0,165,0,0,20,0,0,0,0,1,0,0,1,God,0,0,0,0,0,0,0,0,0,0
Take Good Care of My Baby,Bobby Vee,1961,1960,Rock,1961-09-18 00:00:00+00:00,3,0,7,4,6,5.666666666666667,2.0,Liberty,Liberty,Rock,Pop,1.0,0,0,0,United States,18.0,1,1,0.0,Gerry Goffin;Carole King,Gerry Goffin;Carole King,2.0,1.0,0,0,Snuff Garrett,1.0,1.0,0.0,0.0,0,Free;4/4,F;Gb&%,F,82.0,43.0,49.0,66.0,-12.0,70.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D3,0,150,0,5,16,1,1,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Hit the Road Jack,Ray Charles,1961,1960,Funk/Soul,1961-10-09 00:00:00+00:00,2,0,9,6,7,7.333333333333333,2.0,ABC-Paramount,ABC,Funk/Soul,Funk/Soul,1.0,1,0,0,United States,31.0,1,0,1.0,Percy Mayfield,Percy Mayfield,1.0,0.0,0,0,Sid Feller,1.0,1.0,0.0,0.0,0,4/4,Abm,Abm,173.0,63.0,56.0,93.0,-11.0,63.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,120,0,5,5,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Runaround Sue,Dion,1961,1960,Funk/Soul,1961-10-23 00:00:00+00:00,2,0,8,8,8,8.0,0.0,Laurie,Laurie,Funk/Soul;Rock,Rock,1.0,0,0,0,United States,22.0,1,1,0.0,Dion DiMucci;Ernie Maresca,Dion DiMucci;Ernie Maresca,1.0,1.0,1,0,Gene Schwartz,1.0,1.0,0.0,0.0,0,Free;4/4,D,D,80.0,61.0,36.0,60.0,-10.0,45.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,D3,0,161,0,28,46,1,1,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Big Bad John,Jimmy Dean,1961,1960,Folk/Country,1961-11-06 00:00:00+00:00,5,0,6,5,9,6.666666666666667,2.6666666666666665,Columbia,CBS,Folk/Country,Rock,1.0,0,0,0,United States,33.0,1,1,0.0,Jimmy Dean,Jimmy Dean,1.0,1.0,1,1,Don Law;Frank Jones,1.0,1.0,0.0,0.0,0,4/4;Free,Em;Fm&%,Em,174.0,46.0,52.0,46.0,-13.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,182,0,0,6,0,0,1,0,0,0,0,0,Work;Death,1,1,1,0,0,0,0,0,0,0
Please Mr. Postman,The Marvelettes,1961,1960,Pop,1961-12-11 00:00:00+00:00,1,0,7,9,7,7.666666666666667,1.3333333333333333,Tamla,Motown,Pop,Funk/Soul;Pop,0.0,1,0,0,United States,16.0,0,0,1.0,Freddie Gorman;Brian Holland;Robert Bateman,Freddie Gorman;Brian Holland;Robert Bateman,1.0,0.0,0,0,Brian Holland;Robert Bateman,1.0,0.0,0.0,0.0,1,4/4,D,D,121.0,78.0,79.0,97.0,-5.0,72.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C1,0,148,0,0,25,0,0,1,0,0,0,0,0,Lost Love;Love,0,0,0,0,0,0,0,0,1,0
The Lion Sleeps Tonight,The Tokens,1961,1960,Pop,1961-12-18 00:00:00+00:00,3,0,9,8,10,9.0,1.3333333333333333,RCA,RCA,Pop,Rock,0.0,0,0,0,United States,,1,1,0.0,Solomon Linda;Hugo Peretti;Luigi Creatore;George David Weiss,Solomon Linda;Hugo Peretti;Luigi Creatore;George David Weiss,1.0,2.0,0,0,Hugo Peretti;Luigi Creatore,1.0,1.0,0.0,0.0,1,4/4,F,F,121.0,47.0,32.0,80.0,-9.0,74.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D1,0,162,0,16,32,0,0,1,0,1,0,0,1,Unclear,0,0,0,0,0,0,0,0,0,0
Peppermint Twist,Joey Dee & the Starliters,1962,1960,Rock,1962-01-27 00:00:00+00:00,3,0,3,6,5,4.666666666666667,2.0,Roulette,Roulette,Rock,Rock,0.0,0,0,0,United States,21.0,1,2,2.0,Joey Dee;Henry Glover,Joey Dee;Henry Glover,1.0,2.0,1,0,Henry Glover,1.0,0.0,0.0,0.0,1,4/4,C,C,99.0,77.0,42.0,69.0,-12.0,35.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,D1,0,119,0,37,8,0,0,1,0,0,0,1,1,Dancing,0,0,0,0,0,0,0,1,0,0
Duke of Earl,Gene Chandler,1962,1960,Funk/Soul,1962-02-17 00:00:00+00:00,3,0,5,5,8,6.0,2.0,Vee-Jay,Vee-Jay,Funk/Soul,Rock;Funk/Soul,1.0,0,0,0,United States,22.0,1,0,1.0,Gene Chandler;Earl Edwards;Bernice Williams,Gene Chandler;Earl Edwards;Bernice Williams,2.0,0.0,1,0,Carl Davis,1.0,0.0,0.0,0.0,0,4/4,F,F,105.0,28.0,58.0,47.0,-11.0,83.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,148,0,0,17,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Hey! Baby,Bruce Channel,1962,1960,Rock,1962-03-10 00:00:00+00:00,3,0,5,7,5,5.666666666666667,1.3333333333333333,Smash,Smash,Rock,Rock;Funk/Soul;Pop,1.0,0,0,0,United States,21.0,1,1,0.0,Margaret Cobb;Bruce Channel,Margaret Cobb;Bruce Channel,2.0,1.0,1,0,Major Bill Smith,1.0,1.0,0.0,0.0,0,4/4,A,A,130.0,55.0,63.0,56.0,-9.0,20.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,E1,0,142,0,17,14,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Don't Break the Heart that Loves You,Connie Francis,1962,1960,Pop,1962-03-31 00:00:00+00:00,1,0,7,7,7,7.0,0.0,MGM,MGM,Pop,Pop,1.0,0,0,0,United States,24.0,0,1,0.0,Benny Davis;Murray Mencher,Benny Davis;Murray Mencher,1.0,1.0,0,0,Danny Davis;Arnold Maxin,1.0,1.0,0.0,0.0,0,6/8,Ab,Ab,76.0,40.0,24.0,17.0,-7.0,88.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,185,0,0,12,0,0,0,0,0,0,0,0,Lost Love,0,1,0,0,0,0,0,0,0,0
Johnny Angel,Shelley Fabares,1962,1960,Pop,1962-04-07 00:00:00+00:00,2,0,6,6,4,5.333333333333333,1.3333333333333333,Colpix,Columbia Pictures-Screen Gems,Pop,Rock;Pop,1.0,0,0,0,United States,18.0,0,1,0.0,Lyn Duddy;Lee Pockriss,Lyn Duddy;Lee Pockriss,1.0,1.0,0,0,Stu Phillips,1.0,1.0,0.0,0.0,0,Free;4/4,C,C,108.0,38.0,37.0,74.0,-9.0,87.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D3,0,139,0,8,12,1,1,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,1,0,0,0
Good Luck Charm,Elvis Presley,1962,1960,Rock,1962-04-21 00:00:00+00:00,2,0,4,5,5,4.666666666666667,0.6666666666666666,RCA,RCA,Rock,Rock;Pop,1.0,0,0,0,United States,27.0,1,1,0.0,Aaron Schroeder;Wally Gold,Aaron Schroeder;Wally Gold,1.0,1.0,0,0,Steve Sholes;Bill Porter,1.0,1.0,0.0,0.0,0,4/4,G,G,121.0,35.0,63.0,87.0,-17.0,80.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,144,0,6,8,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Soldier Boy,The Shirelles,1962,1960,Pop,1962-05-05 00:00:00+00:00,3,0,6,6,7,6.333333333333333,0.6666666666666666,Scepter,Scepter,Pop,Funk/Soul;Pop,0.0,0,0,0,United States,20.0,0,0,1.0,Luther Dixon;Florence Greenberg,Luther Dixon;Florence Greenberg,2.0,2.0,0,0,Luther Dixon,1.0,0.0,0.0,0.0,1,Free;4/4,Bb,Bb,98.0,20.0,57.0,62.0,-15.0,75.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A3,0,162,0,40,17,1,1,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
Stranger on the Shore,Mr. Acker Bilk,1962,1960,Pop,1962-05-26 00:00:00+00:00,1,0,3,5,5,4.333333333333333,1.3333333333333333,Atco,Atlantic,Pop,Jazz;Stage & Screen,1.0,0,1,0,United Kingdom,33.0,1,1,0.0,Acker Bilk;Robert Mellin,Acker Bilk;Robert Mellin,1.0,1.0,1,0,Dennis Preston,1.0,1.0,0.0,0.0,0,4/4,Eb,Eb,71.0,33.0,31.0,23.0,-12.0,82.0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,172,1,172,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
I Can't Stop Loving You,Ray Charles,1962,1960,Pop,1962-06-02 00:00:00+00:00,5,0,8,6,9,7.666666666666667,2.0,ABC-Paramount,ABC,Pop,Funk/Soul,1.0,0,0,0,United States,31.0,1,0,1.0,Don Gibson,Don Gibson,1.0,1.0,0,0,Sid Feller,1.0,1.0,0.0,0.0,0,4/4;Free,F,F,79.0,28.0,31.0,38.0,-14.0,81.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,157,0,0,0,0,0,0,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
The Stripper,David Rose & His Orchestra,1962,1960,Jazz,1962-07-07 00:00:00+00:00,1,0,6,7,3,5.333333333333333,2.6666666666666665,MGM,MGM,Jazz,Pop,0.0,0,1,0,United States,52.0,1,1,0.0,David Rose,David Rose,1.0,1.0,1,1,Jesse Kaye,1.0,1.0,0.0,0.0,0,4/4,F,F,94.0,46.0,48.0,56.0,-10.0,66.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,116,1,116,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
Roses are Red (My Love),Bobby Vinton,1962,1960,Pop,1962-07-14 00:00:00+00:00,4,0,2,6,3,3.6666666666666665,2.6666666666666665,Epic,CBS,Pop,Pop,1.0,0,0,0,United States,27.0,1,1,0.0,Paul Evans;Al Byron,Paul Evans;Al Byron,1.0,1.0,0,0,Bob Morgan,1.0,1.0,0.0,0.0,0,4/4;Free,F,F,103.0,22.0,51.0,53.0,-10.0,83.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,158,0,0,9,0,0,0,0,0,0,1,1,Love,1,0,0,0,0,0,0,0,0,0
Breaking Up is Hard to Do,Neil Sedaka,1962,1960,Pop,1962-08-11 00:00:00+00:00,2,0,5,6,8,6.333333333333333,2.0,RCA,RCA,Pop,Rock;Pop,1.0,1,0,0,United States,23.0,1,1,0.0,Neil Sedaka;Howard Greenfield,Neil Sedaka;Howard Greenfield,1.0,1.0,1,0,Al Nevins;Don Kirshner,1.0,1.0,0.0,0.0,0,4/4,B,B,116.0,80.0,74.0,96.0,-5.0,70.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D1,0,139,0,0,15,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
The Loco-motion,Little Eva,1962,1960,Pop,1962-08-25 00:00:00+00:00,1,0,8,9,7,8.0,1.3333333333333333,Dimension 1000,Aldon,Pop,Rock;Funk/Soul;Pop,1.0,1,0,0,United States,19.0,0,0,1.0,Gerry Goffin;Carole King,Gerry Goffin;Carole King,2.0,1.0,0,0,Gerry Goffin,1.0,1.0,0.0,0.0,1,4/4,Eb,Eb,129.0,78.0,63.0,74.0,-10.0,71.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D1,0,139,0,20,8,0,0,1,0,0,0,0,0,Dancing,0,0,0,0,0,0,0,1,1,0
Sheila,Tommy Roe,1962,1960,Rock,1962-09-08 00:00:00+00:00,2,0,7,4,8,6.333333333333333,2.6666666666666665,ABC-Paramount,ABC,Rock,Rock,1.0,0,0,0,United States,20.0,1,1,0.0,Tommy Roe,Tommy Roe,1.0,1.0,1,1,Felton Jarvis,1.0,1.0,0.0,0.0,0,4/4,A,A,136.0,57.0,42.0,47.0,-9.0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1,0,127,0,16,7,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
Sherry,Frankie Valli & the Four Seasons,1962,1960,Rock,1962-09-15 00:00:00+00:00,5,0,6,6,4,5.333333333333333,1.3333333333333333,Vee-Jay,Vee-Jay,Rock,Rock,0.0,1,0,0,United States,28.0,1,1,0.0,Bob Gaudio,Bob Gaudio,1.0,1.0,1,1,Bob Crewe,1.0,1.0,0.0,0.0,0,4/4,C,C,118.0,47.0,70.0,69.0,-8.0,65.0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,C1,0,152,0,8,8,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
