Language;Tweet;Benefit;Concern;Perception-Fight-climate-change;Perception-Climate-friendly-technology;Perception-Extensive-R&D-needed;Perception-Better-options-than-CCS;Sentiment;Relatedness;Comment
ko;"ðŸ“£Energy NEWS for the 3rd week of February 2023!â€‹
As the world responds to climate change,â€‹
CCUS technology has emerged as a key carbon reduction technology!
â€‹Trends and prospects of the turbulent CCUS industryâ€‹
ðŸ”Ž Take a look at our expert column!â€‹
https://t.co/Ty6C1NzhvXâ€‹
#net zero #carbon neutral
#CCUS #Carbon Capture
#GS Caltex #Energy News https://t.co/Y8VET6oUZL";Reducing envir. impact;None;Yes;None;None;None;Positive;;
pl;@SlawomirMentzen We have to fight global warming, but we should fight global warming with liberal means such as: synthetic/bio fuels, carbon capture technologies, other approaches to production. Not bananas for everything.;Reducing c. change risks;None;Yes;None;None;None;Positive;;
en;@luccahuguet @alex_avoigt Batteries are so far behind hydrogen, and they are improving but no where near that fast. If you look at the math's involved it is like 1000x improvement needed when we get 2-5% currently per year. If we want to decarbonize long haul I think carbon capture offset is the way.;Reducing envir. impact;None;Yes;None;None;None;Positive;;
nl;",""III.. reduction of emissions then as a government you do something completely different. You then build nuclear power stations or engage in carbon capture, you put the brakes on imports from China or Africa at the very least, you develop other major green energy options, a delta plan. Not this. This is even more money""";Reducing envir. impact;None;Yes;None;None;None;Positive;;
nl;"Norway-Germany declaration of intent on hydrogen supply.
The green hydrogen hype seems to be over, it is now the blue (carbon capture) that strikes the clock and today probably also the most realistic track.
And Belgium, which builds gas-fired power plants that only work on natural gas. ðŸ˜¶ https://t.co/ae0jFX0niN";None;None;None;None;None;None;Positive;;
id;"Recent studies have shown that implementing carbon capture and storage (CCS) in industrial facilities can significantly reduce CO2 emissions at minimal cost in public buildings.
#ccs #co2 #emission #sintef #emisikarbon #tudelft #petrominer
 https://t.co/WxCnnkYyuc";Reducing envir. impact;None;Yes;None;None;None;Positive;;
en;@kookaplunkakel1 @damagedonegr @MatthewWielicki @NOAA Because an avg raise of 1 degree Celsius from 1880 to 2020 is not enough to freak out about. We have clean tech in carbon capture, nuclear energy, etc that is showing a slowness happening. We are still coming out of a global cooling period.;Other;None;Yes;Yes;None;None;Positive;;
en;"Carbon capture and storage #CCS is considered a key solution to the challenge of lowering emissions. 
Read about our CCS projects in the EU, including #Rotterdam, #Normandy, and #Antwerp ðŸ‘‡
https://t.co/V0SyepLDnE https://t.co/ZrBaT5TX1c";Reducing envir. impact;None;None;None;None;None;Positive;;
es;@f10dg @manuel_rodb I understand that carbon credits have no net impact on reducing emissions but why shouldn't CCUS work? CO2 capture may not have a significant impact on global warming, but it would at least reduce CO2 emissions.;Reducing envir. impact;None;Yes;None;None;None;Positive;;
id;"natural gas will play an important role before achieving 100% power generation from New & Renewable Energy.
""With these two targets, CCUS technology can become an enabler because it can increase oil and gas production through CO2-EOR/EGR while significantly reducing greenhouse gas emissions, https://t.co/t5unyYqu6x";Fossil energy production envir. friendly;None;Yes;None;None;None;Positive;;Reducing envir. impact
de;@BMWK CCS or CCUS was blocked by the Green Party for years! Now you finally realize that it is needed. One can only hope that Habeck's findings do not come too late for Germany as an industrial location.;Preventing c. change;None;Yes;None;None;None;Positive;;
en;"@MikeHudema Let's ""switch"" to renewable energy!  Just pull up to a 1000' tall windmill and charge your lithium battery that was imported on a tanker from China. ðŸ™„ 
Legit solutions are nuclear power and carbon capture technologies.";None;None;None;None;None;None;Positive;;
en;Representatives of two big unions in the region, including Pittsburgh-based United Steelworkers International, said that carbon capture and storage represent big opportunities for jobs and economic growth in the next decades.  https://t.co/87OzPBANUw;Creating new jobs;None;None;None;None;None;Positive;;
en;@edgarrmcgregor Renewables are the answer, each clean kWh takes a dirty one out of the atmosphere and needs to be done soonest. Carbon capture will help, reducing power use will help. Carbon is best left in the ground and we need to get used to this idea - quickly.;Preventing c. change;None;Yes;None;None;None;Positive;;
fi;"@LakoMika @jliski That background company - Vanir Green Industries - which has a few of these green transition startups in the works is exciting.
In addition to the blister, there is e.g. Removr, which plans to build the first large-scale carbon capture facility by 2028.";None;None;None;None;None;None;Positive;;
en;Two words never mentioned in this passionate defense of why South Dakota needs carbon sequestration from corn ethanol: â€œclimate changeâ€  https://t.co/3qcBIwPzte;Preventing c. change;None;Yes;None;None;None;Positive;;
en;,This is a great piece from my @cleanaircatf colleague @EPernot on the need for an EU CCS strategy in 2023. This is needed not only to achieve net-zero but to position Europe as a global leader in carbon capture. https://t.co/IrFb6xHBtF;Preventing c. change;None;Yes;None;None;None;Positive;;
de;Carbon capture is needed to produce cement in a climate-neutral manner, because there is no other way, not to be able to continue driving with combustion engines.;Reducing envir. impact;None;Yes;None;None;None;Positive;;
en;"@LDA_6502 @Simonstwowheel1 @darrengrimes_ I honestly donâ€™t think it will , that is part of the problem but countries like the uk and even Australia where I live now have an abundance of gas , coal and oil , add carbon capture technology and you could have very efficient coal powered power stations.
Net zero is insanity";Fossil energy production envir. friendly;None;Yes;None;None;None;Positive;;
en;There are hundreds of thousands of people employed in the energy and manufacturing industries across the Lone Star State. While protecting the environment, carbon capture, utilization, and storage (CCUS) will help to maintain and expand these businesses and jobs. https://t.co/X3y3UqadNR;Creating new jobs;None;None;None;None;None;Positive;;Safeguarding jobs
en;"â€œTo maintain #carbon neutrality in 2050, Germany will have to capture 30 million metric tons of #CO2â€
Simon GÃ¶ÃŸ argues that even with the phase out of fossil fuels, governments will have to deploy carbon capture technologies.
https://t.co/hft6zZBs0y
@GoessSimon #carboncapture";Other;None;Yes;None;None;None;Positive;;
de;Very exciting: Germany apparently wants to focus more on carbon capture and storage (#CCS), the injection of CO2 into deep rock layers. CO2 storage is (still) prohibited in Austria https://t.co/qGmkQS8lZ4;None;None;None;None;None;None;Positive;;
ja;"``Nuclear power is also the main power source'', 39%, an increase of 11 points: Nihon Keizai Shimbun https://t.co/vjorvGMxET
In this questionnaire, it is no good to put out renewable energy as an abstract item. In any case, solar power, wind power, geothermal power, various types of hydropower, and various types of biomass should be clearly subdivided, and why not present coal with CCUS?";Fossil energy production envir. friendly;None;None;None;None;None;Positive;;
pl;@LewicowyCEO @K_Kaminski_ @KONFEDERACJA_ Synthetic fuels are obtained by catching carbon particles by carbon capture technology and then changed into fuels using Energy. Their emission cycle in nature is closed and is not added to the atmosphere. However, the discussion with the left is always the same, i.e. unread.;Fossil energy production envir. friendly;None;None;None;None;None;Positive;;
fr;https://t.co/iR1EY8dA4a #ccs #ccu #ccus â€”> We really need to give more visibility to this type of subject also in the French-speaking media @rtlinfo @RTBFinfo (even if already appeared) @LesNews24. Again this week people pointed it out to me at a conference.;None;None;None;None;None;None;Positive;;
de;"@Perowinger94 No, carbon capture is already relevant, especially for Germany as a chemical location. The first CO2 pipelines are to be put into operation from 2028.
Not just hydrogen. There are countless possible storage ideas, all of which have different levels of efficiency depending on the location.";None;None;None;None;None;None;Positive;;
en;@drvolts @Noahpinion CCUS seems like the only viable and economic option in the near-term. Algae, changing the product mix (e.g., less cement in the mix) or other solutions wonâ€™t reach the volume required. The incentives from the IRA seem to point towards CCUS as the most economically viable;None;None;Yes;None;None;None;Positive;;
en;@BBCFarmingToday @squeezyswad @BBCRadio4 @BBCSounds Not going anywhere fast though without solving @ClimateReality @third_pole problems @EOWilsonFndtn hyper hybrid braver world #halfearth where need to maximise carbon capture by massive vertical growing for food security and substrate to fuel new #greenchemistry revolution;None;None;None;None;None;None;Positive;;
en;Carbon Dioxide Capture and Storage: A Pathway for Greenhouse Gas Emission Reductions https://t.co/KIJxvkjFX3;Reducing envir. impact;None;Yes;None;None;None;Positive;;
de;@tapir_mit_maske @HolzheuStefan @FridayForFuture Even if we tried, we wouldn't be able to produce as much dirt as China. What I want is not pointless activism (speed limit) but a focus on technical innovation (RES storage, modern nuclear power, carbon capture).;None;None;None;None;None;None;Positive;;
en;Ask yourself if the government believes in climate change and netzero why they arenâ€™t actively investing in carbon capture methods like Singapore. Still no compulsory Solar panels on new builds and gas boilers still installed. All we hea about are costly carbon reduction methods/;Preventing c. change;None;Yes;None;None;None;Positive;;
